PName_original;PName;iso3;first;last;iso3Birth;Start_year;End_year;Start_month;End_month;Position;Sex;Birth_year;Education;BA_or_MA;MBA;PhD;CountryBirth;CityBirth;Position_original;Birth_month;Wikipedia_title;Wikipedia_person_url;Wikipedia_qid;Wikipedia_match_score;Wikipedia_match_reason;Wikipedia_match_status;Wikipedia_match_reliable
Khalil Mohammed Sharif Foulathi;Khalil Foulathi;ARE;khalil;foulathi;ARE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Sultan Alsuwaidi;Sultan Alsuwaidi;ARE;sultan;alsuwaidi;UAE;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Abdulhamid Saeed Alahmadi;Abdulhamid Alahmadi;ARE;abdulhamid;alahmadi;ARE;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Khaled Mohammed Salem Balama Al Tameemi;Khaled Tameemi;ARE;khaled;tameemi;ARE;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Mubarak Rashed Al Mansoori;Mubarak Mansoori;ARE;mubarak;mansoori;ARE;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Omar Mohammed Ahmed Bin Sulaiman;Omar Sulaiman;ARE;omar;sulaiman;ARE;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Khalid Ahmed Altayer;Khalid Altayer;ARE;khalid;altayer;ARE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Hamad Buamim;Hamad Buamim;ARE;hamad;buamim;ARE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Ronald Scott	;Ronald Scott;ARE;ronald;scott;ARE;;;;;2;0;;;;;;;;President / Governor;;Ronald Scott-Miller;https://en.wikipedia.org/wiki/Ronald_Scott-Miller;Q7365266;25.741935483870968;strong_title|name_similarity:0.77;rejected;0
Abdelmalik al-Hamar ;Abdelmalik Alhamar;ARE;abdelmalik;alhamar;ARE;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Abdelmalik al-Hamar ;Abdelmalik Alhamar;ARE;abdelmalik;alhamar;ARE;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Sultan Bin Nasser Al-Suwaidi;Bin Alsuwaidi;ARE;bin;alsuwaidi;ARE;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Khalifa Nasser Bin Huwaileel;Khalifa Huwaileel;ARE;khalifa;huwaileel;ARE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Saeed Rashid Alyateem Almuhairy;Saeed Almuhairy;ARE;saeed;almuhairy;ARE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Younis Haji  Khoori;Younis Khoori;ARE;younis;khoori;ARE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Edelmiro Farrell;Edelmiro Farrell;ARG;edelmiro;farrell;ARG;1943;1944;10;2;2;0;1887;;;;;Argentina;Lanús;President / Governor;2;Edelmiro Julián Farrell;https://en.wikipedia.org/wiki/Edelmiro_Julián_Farrell;Q356699;35.205128205128204;partial_title|name_similarity:0.82|econ_context|country_hint|role_hint;matched;1
Juan Peron;Juan Peron;ARG;juan;peron;ARG;1944;1945;7;10;2;0;1895;1;;;;Argentina;Lobos;President / Governor;10;Juan Perón;https://en.wikipedia.org/wiki/Juan_Perón;Q93330;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Juan Peron;Juan Peron;ARG;juan;peron;ARG;1944;1945;7;10;2;0;1895;1;;;;Argentina;Lobos;President / Governor;10;Juan Perón;https://en.wikipedia.org/wiki/Juan_Perón;Q93330;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Juan Peron;Juan Peron;ARG;juan;peron;ARG;1944;1945;7;10;2;0;1895;1;;;;Argentina;Lobos;President / Governor;10;Juan Perón;https://en.wikipedia.org/wiki/Juan_Perón;Q93330;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Juan Peron;Juan Peron;ARG;juan;peron;ARG;1944;1945;7;10;2;0;1895;1;;;;Argentina;Lobos;President / Governor;10;Juan Perón;https://en.wikipedia.org/wiki/Juan_Perón;Q93330;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Eduardo Longardi;Eduardo Longardi;ARG;eduardo;longardi;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Arturo Ilia;Arturo Ilia;ARG;arturo;ilia;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Pedro Eugenio Aramburu;Pedro Aramburu;ARG;pedro;aramburu;ARG;1955;1958;11;5;2;0;1903;1;;;;Argentina;Río Cuarto;President / Governor;5;Pedro Eugenio Aramburu;https://en.wikipedia.org/wiki/Pedro_Eugenio_Aramburu;Q188974;34.77777777777778;partial_title|name_similarity:0.78|econ_context|country_hint|role_hint;matched;1
Alfredo Gomez Morales;Alfredo Morales;ARG;alfredo;morales;ARG;;;;;2;0;1990;;;;;Margraviate of Brandenburg;Berlin;President / Governor;5;Alfredo Morales;https://en.wikipedia.org/wiki/Alfredo_Morales;Q443222;35.0;exact_title|name_similarity:1.00;matched;1
Arthur Frondizi;Arthur Frondizi;ARG;arthur;frondizi;ARG;;;;;2;0;;;;;;;;President / Governor;;Arturo Frondizi;https://en.wikipedia.org/wiki/Arturo_Frondizi;Q346658;32.333333333333336;shared_last_name|name_similarity:0.93|econ_context|country_hint|role_hint;rejected;0
Hector Campora;Hector Campora;ARG;hector;campora;ARG;1973;1973;5;7;2;0;1909;1;;;;Argentina;Mercedes;President / Governor;3;Héctor José Cámpora;https://en.wikipedia.org/wiki/Héctor_José_Cámpora;Q356751;35.484848484848484;partial_title|name_similarity:0.85|econ_context|country_hint|role_hint;matched;1
Jose Maria Guido;Jose Guido;ARG;jose;guido;ARG;1962;1963;3;10;2;0;1910;2;National University of La;;;Argentina;Buenos Aires;President / Governor;8;José María Guido;https://en.wikipedia.org/wiki/José_María_Guido;Q470971;34.69230769230769;partial_title|name_similarity:0.77|econ_context|country_hint|role_hint;matched;1
Jorge Bermudez Emparanza;Jorge Emparanza;ARG;jorge;emparanza;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Juan Carlos Ongania;Juan Ongania;ARG;juan;ongania;ARG;1966;1970;6;6;2;0;1914;1;;;;Argentina;Marcos Paz, Buenos Aires;President / Governor;3;Juan Carlos Onganía;https://en.wikipedia.org/wiki/Juan_Carlos_Onganía;Q365326;34.74193548387097;partial_title|name_similarity:0.77|econ_context|country_hint|role_hint;matched;1
Mondelli;* Mondelli;ARG;*;mondelli;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Gonzalez del Solar;Gonzalez Solar;ARG;gonzalez;solar;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Garcia Vazquez;Garcia Vazquez;ARG;garcia;vazquez;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Ricardo Gruneisen;Ricardo Gruneisen;ARG;ricardo;gruneisen;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Alejandro Lanusse;Alejandro Lanusse;ARG;alejandro;lanusse;ARG;1971;1973;3;5;2;0;1918;1;;;;Argentina;Buenos Aires;President / Governor;8;Alejandro Agustín Lanusse;https://en.wikipedia.org/wiki/Alejandro_Agustín_Lanusse;Q345487;35.095238095238095;partial_title|name_similarity:0.81|econ_context|country_hint|role_hint;matched;1
Roberto M. Levingston;Roberto Levingston;ARG;roberto;levingston;ARG;1970;1971;6;3;2;0;1920;1;;;;Argentina;San Luis;President / Governor;1;Roberto Marcelo Levingston;https://en.wikipedia.org/wiki/Roberto_Marcelo_Levingston;Q380980;35.18181818181818;partial_title|name_similarity:0.82|econ_context|country_hint|role_hint;matched;1
Ricardo A. Cairoli;Ricardo Cairoli;ARG;ricardo;cairoli;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Ianella;* Ianella;ARG;*;ianella;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Jorge Videla;Jorge Videla;ARG;jorge;videla;ARG;1976;1981;3;3;2;0;1925;2;;;;Argentina;Mercedes;President / Governor;8;Jorge Rafael Videla;https://en.wikipedia.org/wiki/Jorge_Rafael_Videla;Q75853;34.74193548387097;partial_title|name_similarity:0.77|econ_context|country_hint|role_hint;matched;1
Leopoldo Galtieri;Leopoldo Galtieri;ARG;leopoldo;galtieri;ARG;1981;1982;12;6;2;0;1926;2;;;;Argentina;Caseros;President / Governor;7;Leopoldo Galtieri;https://en.wikipedia.org/wiki/Leopoldo_Galtieri;Q124993;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
 Raul Alfonsin;Raul Alfonsin;ARG;raul;alfonsin;ARG;1983;1989;12;7;2;0;1927;1;;;;Argentina;Chascomús;President / Governor;3;Raúl Alfonsín;https://en.wikipedia.org/wiki/Raúl_Alfonsín;Q193062;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Zalduendo;* Zalduendo;ARG;*;zalduendo;ARG;;;;;2;0;;;;;;;;President / Governor;;Carlos Zalduendo;https://en.wikipedia.org/wiki/Carlos_Zalduendo;Q2960481;26.2;shared_last_name|name_similarity:0.72|econ_context|role_hint;rejected;0
Reynaldo Bignone;Reynaldo Bignone;ARG;reynaldo;bignone;ARG;1982;1983;7;12;2;0;1928;1;;;;Argentina;Morón;President / Governor;1;Reynaldo Bignone;https://en.wikipedia.org/wiki/Reynaldo_Bignone;Q298430;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Hernán n Aldabe;Hernan Aldabe;ARG;hernan;aldabe;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
 Carlos Menem;Carlos Menem;ARG;carlos;menem;ARG;1989;1999;7;12;2;0;1930;1;;;;Argentina;Anillaco;President / Governor;7;Carlos Menem;https://en.wikipedia.org/wiki/Carlos_Menem;Q185107;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Isabel Peron;Isabel Peron;ARG;isabel;peron;ARG;1973;1974;10;7;2;0;1931;;;;;Argentina;La Rioja;President / Governor;2;Isabel Perón;https://en.wikipedia.org/wiki/Isabel_Perón;Q191014;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Diz;Adolfo Diz;ARG;adolfo;diz;ARG;;;;;2;0;1931;2;"University of; Aires University of Chicago";;;Argentina;Buenos Aires;President / Governor;5;Adolfo Diz;https://en.wikipedia.org/wiki/Adolfo_Diz;Q4684219;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Maccarone;Roque Maccarone;ARG;roque;maccarone;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Rossi;* Rossi;ARG;*;rossi;ARG;;;;;2;0;;;;;;;;President / Governor;;Agustín Rossi;https://en.wikipedia.org/wiki/Agustín_Rossi;Q19006869;28.555555555555557;shared_last_name|name_similarity:0.56|econ_context|country_hint|role_hint;rejected;0
Gonzalez;Antonio Gonzalez;ARG;antonio;gonzalez;ARG;;;;;2;0;;;;;;;;President / Governor;;Antonio González de Balcarce;https://en.wikipedia.org/wiki/Antonio_González_de_Balcarce;Q2698196;38.27272727272727;strong_title|name_similarity:0.73|econ_context|role_hint;rejected;0
Folcini;Enrique Folcini;ARG;enrique;folcini;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Fernando de la Rúa;Fernando Rua;ARG;fernando;rua;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
eduardo duhalde;Eduardo Duhalde;ARG;eduardo;duhalde;ARG;2002;2003;1;5;2;0;1941;2;;;;Argentina;Lomas de Zamora;President / Governor;10;Eduardo Duhalde;https://en.wikipedia.org/wiki/Eduardo_Duhalde;Q294578;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Pedro Pou;Pedro Pou;ARG;pedro;pou;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Pedro Pou;Pedro Pou;ARG;pedro;pou;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Cavallo;* Cavallo;ARG;*;cavallo;ARG;;;;;2;0;;;;;;;;President / Governor;;Cavallo;https://en.wikipedia.org/wiki/Cavallo;Q452126;33.0;exact_title|name_similarity:1.00|econ_context|disambiguation_penalty;rejected;0
Machinea;* Machinea;ARG;*;machinea;ARG;;;;;2;0;;;;;;;;President / Governor;;José Luis Machinea;https://en.wikipedia.org/wiki/José_Luis_Machinea;Q2894286;29.153846153846153;shared_last_name|name_similarity:0.62|econ_context|country_hint|role_hint;rejected;0
Fernandez;Roque Fernandez;ARG;roque;fernandez;ARG;1991;1996;2;8;2;0;1947;2;"National University of; Córdoba University of Chicago";;;Argentina;Córdoba;President / Governor;4;Roque Fernández;https://en.wikipedia.org/wiki/Roque_Fernández;Q7366791;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Gonzalez Fraga;Javier Fraga;ARG;javier;fraga;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Gonzalez Fraga;Javier Fraga;ARG;javier;fraga;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Mario Blejer;Mario Blejer;ARG;mario;blejer;ARG;2002;2002;1;6;2;0;1948;2;"Hebrew University of; Jerusalem University of Chicago";;;Argentina;Córdoba;President / Governor;6;Mario Blejer;https://en.wikipedia.org/wiki/Mario_Blejer;Q3914720;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Mario Blejer;Mario Blejer;ARG;mario;blejer;ARG;2002;2002;1;6;2;0;1948;2;"Hebrew University of; Jerusalem University of Chicago";;;Argentina;Córdoba;President / Governor;6;Mario Blejer;https://en.wikipedia.org/wiki/Mario_Blejer;Q3914720;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Juan Carlos Fabrega;Juan Fabrega;ARG;juan;fabrega;ARG;2013;2014;11;10;2;0;1949;;;;;Argentina;Mendoza;President / Governor;1;Juan Carlos Fábrega;https://en.wikipedia.org/wiki/Juan_Carlos_Fábrega;Q15216933;34.74193548387097;partial_title|name_similarity:0.77|econ_context|country_hint|role_hint;matched;1
Aldo Pignanelli;Aldo Pignanelli;ARG;aldo;pignanelli;ARG;2002;2002;6;12;2;0;1950;;;;;Argentina;Argentina;President / Governor;4;Aldo Pignanelli;https://en.wikipedia.org/wiki/Aldo_Pignanelli;Q5664480;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Nestor Kirchner;Nestor Kirchner;ARG;nestor;kirchner;ARG;2003;2007;5;12;2;0;1950;3;National University of La;;;Argentina;Río Gallegos;President / Governor;2;Néstor Kirchner;https://en.wikipedia.org/wiki/Néstor_Kirchner;Q170899;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Cristina Fernandez de Kirchner;Cristina Kirchner;ARG;cristina;kirchner;ARG;2007;2015;12;12;2;1;1953;2;National University of La;;;Argentina;La Plata;President / Governor;2;Cristina Fernández de Kirchner;https://en.wikipedia.org/wiki/Cristina_Fernández_de_Kirchner;Q40649;34.234042553191486;partial_title|name_similarity:0.72|econ_context|country_hint|role_hint;matched;1
Mercedes Marcó del Pont;Mercedes Pont;ARG;mercedes;pont;ARG;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Alberto Fernández;Alberto Fernandez;ARG;alberto;fernandez;ARG;2003;2008;5;7;1;0;1959;2;;;;Argentina;Buenos Aires;Vice-president / Deputy-governor;4;Alberto Fernández;https://en.wikipedia.org/wiki/Alberto_Fernández;Q2642828;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Mauricio Macri;Mauricio Macri;ARG;mauricio;macri;ARG;2015;2019;12;12;2;0;1959;2;"Catholic University of; Columbia University";;;Argentina;Tandil;President / Governor;2;Mauricio Macri;https://en.wikipedia.org/wiki/Mauricio_Macri;Q561837;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Martin Redrado;Martin Redrado;ARG;martin;redrado;ARG;2004;2007;9;12;0;0;1961;2;"University of; Harvard University";;;Argentina;Buenos Aires;Board member;9;Martín Redrado;https://en.wikipedia.org/wiki/Martín_Redrado;Q952055;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Alejandro Vanoli;Alejandro Vanoli;ARG;alejandro;vanoli;ARG;2014;2015;10;12;2;0;1961;2;;;;Argentina;Buenos Aires;President / Governor;4;Alejandro Vanoli;https://en.wikipedia.org/wiki/Alejandro_Vanoli;Q18218133;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Miguel Ángel Pesce;Miguel Pesce;ARG;miguel;pesce;ARG;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Alfonso Prat-Gay;Alfonso Pratgay;ARG;alfonso;pratgay;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Luis Caputo;Luis Caputo;ARG;luis;caputo;ARG;2018;2018;6;9;2;0;1965;2;;;;Argentina;Buenos Aires;President / Governor;4;Luis Caputo;https://en.wikipedia.org/wiki/Luis_Caputo;Q28058800;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Federico Sturzenegger;Federico Sturzenegger;ARG;federico;sturzenegger;ARG;2015;2018;12;6;2;0;1966;6;National University of La;;Massachusetts Institute of Technology;Argentina;Rufino;President / Governor;2;Federico Sturzenegger;https://en.wikipedia.org/wiki/Federico_Sturzenegger;Q16302129;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Demian Reidel;Demian Reidel;ARG;demian;reidel;ARG;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Guido Sandleris;Guido Sandleris;ARG;guido;sandleris;ARG;2018;2019;9;12;2;0;1971;2;"University of; University; London School of Economics";;;Argentina;Buenos Aires;President / Governor;5;Guido Sandleris;https://en.wikipedia.org/wiki/Guido_Sandleris;Q56742850;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Lucas Llach;Lucas Llach;ARG;lucas;llach;ARG;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Santiago Bausili;Santiago Bausili;ARG;santiago;bausili;ARG;;;;;2;0;1974;1;;;;;;President / Governor;2;Santiago Bausili;https://en.wikipedia.org/wiki/Santiago_Bausili;Q123764093;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Egidio Iannella;Egidio Iannella;ARG;egidio;iannella;ARG;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Carlos Bringnone;Carlos Bringnone;ARG;carlos;bringnone;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Cassino;Alfredo Cassino;ARG;alfredo;cassino;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Gomez;* Gomez;ARG;*;gomez;ARG;;;;;2;0;;;;;;;;President / Governor;;Papu Gómez;https://en.wikipedia.org/wiki/Papu_Gómez;Q965846;16.666666666666664;shared_last_name|name_similarity:0.67|country_hint;rejected;0
Conception;* Conception;ARG;*;conception;ARG;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Grigor Jaghetyan;Grigor Jaghetyan;ARM;grigor;jaghetyan;ARM;;;;;2;0;1885;1;;;;Armenia;Ijevan;President / Governor;;Grigor Jaghetyan;https://en.wikipedia.org/wiki/Grigor_Jaghetyan;Q20513008;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Andrey Papovyan;Andrey Papovyan;ARM;andrey;papovyan;ARM;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Isahak Isahakyan;Isahak Isahakyan;ARM;isahak;isahakyan;ARM;;;;;2;0;1933;1;;;;Russia;Kurgan;President / Governor;8;Isahak Isahakyan;https://en.wikipedia.org/wiki/Isahak_Isahakyan;Q16730071;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Ashot Avetisyan;Ashot Avetisyan;ARM;ashot;avetisyan;ARM;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Bagrat Asatryan;Bagrat Asatryan;ARM;bagrat;asatryan;ARM;;;;;2;0;1956;2;State University;;;Soviet Union;Armenian Soviet Socialist Republic;President / Governor;2;Bagrat Asatryan;https://en.wikipedia.org/wiki/Bagrat_Asatryan;Q4071171;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Armenak Darbinyan;Armenak Darbinyan;ARM;armenak;darbinyan;ARM;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Grigor Ghonjeyan;Grigor Ghonjeyan;ARM;grigor;ghonjeyan;ARM;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Tigran Sargsyan;Tigran Sargsyan;ARM;tigran;sargsyan;ARM;2008;2014;4;4;2;0;1960;2;Leningrad Institute of Economics;;;Armenia;Vanadzor;President / Governor;1;Tigran Sargsyan;https://en.wikipedia.org/wiki/Tigran_Sargsyan;Q110233;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Andranik Norekyan;Andranik Norekyan;ARM;andranik;norekyan;ARM;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Arthur Javadyan;Arthur Javadyan;ARM;arthur;javadyan;ARM;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Arthur Javadyan;Arthur Javadyan;ARM;arthur;javadyan;ARM;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Karine Minasyan;Karine Minasyan;ARM;karine;minasyan;ARM;;;;;2;1;;;;;;;;President / Governor;;;;;;;rejected;0
Vache Gabrielyan;Vache Gabrielyan;ARM;vache;gabrielyan;ARM;2014;2018;11;5;0;0;1968;2;"University; Rutgers University";;;Armenia;Yerevan;Board member;11;Vache Gabrielyan;https://en.wikipedia.org/wiki/Vache_Gabrielyan;Q7907998;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Vache Gabrielyan;Vache Gabrielyan;ARM;vache;gabrielyan;ARM;2014;2018;11;5;1;0;1968;2;"University; Rutgers University";;;Armenia;Yerevan;Vice-president / Deputy-governor;11;Vache Gabrielyan;https://en.wikipedia.org/wiki/Vache_Gabrielyan;Q7907998;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Nerses Yeritsyan;Nerses Yeritsyan;ARM;nerses;yeritsyan;ARM;;;;;1;0;1971;2;State Institute of National;;;Armenia;Yerevan;Vice-president / Deputy-governor;2;Nerses Yeritsyan;https://en.wikipedia.org/wiki/Nerses_Yeritsyan;Q1985828;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Arkadi Khachatryan;Arkadi Khachatryan;ARM;arkadi;khachatryan;ARM;;;;;0;0;1975;;;;;Armenia;Vanadzor;Board member;1;Arkadi Khachatryan;https://en.wikipedia.org/wiki/Arkadi_Khachatryan;Q60717461;44.0;exact_title|name_similarity:1.00|country_hint|role_hint;matched;1
Martin Galstyan;Martin Galstyan;ARM;martin;galstyan;ARM;2020;;6;;2;0;1978;3;"Kennedy School; State University";;;Armenia;Yerevan;President / Governor;5;Martin Galstyan;https://en.wikipedia.org/wiki/Martin_Galstyan;Q90902573;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Armen Nurbekyan;Armen Nurbekyan;ARM;armen;nurbekyan;ARM;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Grigory Smirnov;Grigory Smirnov;ARM;grigory;smirnov;ARM;;;;;2;0;1997;;;;;Russia;Nizhny Novgorod;President / Governor;4;Grigory Smirnov;https://en.wikipedia.org/wiki/Grigory_Smirnov;Q22922400;35.0;exact_title|name_similarity:1.00;matched;1
Anton Krizhijanovsky;Anton Krizhijanovsky;ARM;anton;krizhijanovsky;ARM;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Nikolai Sannikov;Nikolai Sannikov;ARM;nikolai;sannikov;ARM;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Constantine Sibani;Constantine Sibani;ARM;constantine;sibani;ARM;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Vladislav Moravski;Vladislav Moravski;ARM;vladislav;moravski;ARM;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Martin Sahakyan;Martin Sahakyan;ARM;martin;sahakyan;ARM;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Garsan Varshamyan;Garsan Varshamyan;ARM;garsan;varshamyan;ARM;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Hovhannes Davtyan;Hovhannes Davtyan;ARM;hovhannes;davtyan;ARM;;;;;2;0;;;;;;;;President / Governor;;Hovhannes Davtyan (actor);https://en.wikipedia.org/wiki/Hovhannes_Davtyan_(actor);Q24702860;30.5;strong_title|name_similarity:0.85|country_hint;rejected;0
Vardan Mamikonyan;Vardan Mamikonyan;ARM;vardan;mamikonyan;ARM;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Arkady Minasyan;Arkady Minasyan;ARM;arkady;minasyan;ARM;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Sergey Baturi;Sergey Baturi;ARM;sergey;baturi;ARM;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Riza Velibekov;Riza Velibekov;ARM;riza;velibekov;ARM;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Tigran Sargsyan;Artashes Sargsyan;ARM;artashes;sargsyan;ARM;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Stepan Safaryan;Stepan Safaryan;ARM;stepan;safaryan;ARM;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Vladimir Aghasyan;Vladimir Aghasyan;ARM;vladimir;aghasyan;ARM;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Ruben L. Valesyan;Ruben Valesyan;ARM;ruben;valesyan;ARM;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Vardan Movsesyan;Vardan Movsesyan;ARM;vardan;movsesyan;ARM;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Amalya Saribekyan;Amalya Saribekyan;ARM;amalya;saribekyan;ARM;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Vakhtang Abrahamyan;Vakhtang Abrahamyan;ARM;vakhtang;abrahamyan;ARM;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Oleg Aghasyan;Oleg Aghasyan;ARM;oleg;aghasyan;ARM;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Arthur Stepanyan;Arthur Stepanyan;ARM;arthur;stepanyan;ARM;;;;;0;0;1987;;;;;Russia;Vladikavkaz;Board member;4;Arthur Stepanyan;https://en.wikipedia.org/wiki/Arthur_Stepanyan;Q4442019;39.0;exact_title|name_similarity:1.00|country_hint;matched;1
Herbert Coombs;Herbert Coombs;AUS;herbert;coombs;AUS;;;;;2;0;1906;6;;;London School of Economics;Australia;Kalamunda;President / Governor;2;H. C. Coombs;https://en.wikipedia.org/wiki/H._C._Coombs;Q5628110;29.666666666666664;shared_last_name|name_similarity:0.67|econ_context|country_hint|role_hint;matched;1
