country,central_bank_name,PName_original,PName,first,last,Position,category_name,category_url
Ghana,Bank of Ghana,Johnson Pandit Asiama,Johnson Pandit Asiama,Johnson,Pandit Asiama,Governor,Governors of Bank of Ghana,https://en.wikipedia.org/wiki/Category:Governors_of_Bank_of_Ghana
Ghana,Bank of Ghana,Kofi Wampah,Kofi Wampah,Kofi,Wampah,Governor,Governors of Bank of Ghana,https://en.wikipedia.org/wiki/Category:Governors_of_Bank_of_Ghana
Ghana,Bank of Ghana,Kwabena Duffuor,Kwabena Duffuor,Kwabena,Duffuor,Governor,Governors of Bank of Ghana,https://en.wikipedia.org/wiki/Category:Governors_of_Bank_of_Ghana
Ghana,Bank of Ghana,Kwesi Amissah-Arthur,Kwesi Amissah-Arthur,Kwesi,Amissah-Arthur,Governor,Governors of Bank of Ghana,https://en.wikipedia.org/wiki/Category:Governors_of_Bank_of_Ghana
Ghana,Bank of Ghana,Maxwell Opoku-Afari,Maxwell Opoku-Afari,Maxwell,Opoku-Afari,Governor,Governors of Bank of Ghana,https://en.wikipedia.org/wiki/Category:Governors_of_Bank_of_Ghana
Ghana,Bank of Ghana,Nashiru Issahaku,Nashiru Issahaku,Nashiru,Issahaku,Governor,Governors of Bank of Ghana,https://en.wikipedia.org/wiki/Category:Governors_of_Bank_of_Ghana
Ghana,Bank of Ghana,Paul Acquah,Paul Acquah,Paul,Acquah,Governor,Governors of Bank of Ghana,https://en.wikipedia.org/wiki/Category:Governors_of_Bank_of_Ghana
Ghana,Bank of Ghana,W. M. Q. Halm,W. M. Q. Halm,W.,M. Q. Halm,Governor,Governors of Bank of Ghana,https://en.wikipedia.org/wiki/Category:Governors_of_Bank_of_Ghana
Greece,European Central Bank ( Bank of Greece ),Alexandros Diomidis,Alexandros Diomidis,Alexandros,Diomidis,Governor,Governors of the Bank of Greece,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Greece
Greece,European Central Bank ( Bank of Greece ),Efthymios Christodoulou,Efthymios Christodoulou,Efthymios,Christodoulou,Governor,Governors of the Bank of Greece,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Greece
Greece,European Central Bank ( Bank of Greece ),Emmanouil Tsouderos,Emmanouil Tsouderos,Emmanouil,Tsouderos,Governor,Governors of the Bank of Greece,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Greece
Greece,European Central Bank ( Bank of Greece ),George Provopoulos,George Provopoulos,George,Provopoulos,Governor,Governors of the Bank of Greece,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Greece
Greece,European Central Bank ( Bank of Greece ),Gerasimos Arsenis,Gerasimos Arsenis,Gerasimos,Arsenis,Governor,Governors of the Bank of Greece,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Greece
Greece,European Central Bank ( Bank of Greece ),Ioannis Drosopoulos,Ioannis Drosopoulos,Ioannis,Drosopoulos,Governor,Governors of the Bank of Greece,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Greece
Greece,European Central Bank ( Bank of Greece ),Lucas Papademos,Lucas Papademos,Lucas,Papademos,Governor,Governors of the Bank of Greece,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Greece
Greece,European Central Bank ( Bank of Greece ),Xenophon Zolotas,Xenophon Zolotas,Xenophon,Zolotas,Governor,Governors of the Bank of Greece,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Greece
Greece,European Central Bank ( Bank of Greece ),Yannis Stournaras,Yannis Stournaras,Yannis,Stournaras,Governor,Governors of the Bank of Greece,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Greece
Guatemala,Bank of Guatemala,Julio Suárez,Julio Suárez,Julio,Suárez,President,Presidents of the Bank of Guatemala,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Bank_of_Guatemala
Guinea,Central Bank of the Republic of Guinea,Balla Camara,Balla Camara,Balla,Camara,Governor,Governors of the Central Bank of Guinea,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Guinea
Guinea,Central Bank of the Republic of Guinea,Chang Kia-ngau,Chang Kia-ngau,Chang,Kia-ngau,Governor,Governors of the Central Bank of the Republic of China,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_the_Republic_of_China
Guinea,Central Bank of the Republic of Guinea,H. H. Kung,H. H. Kung,H.,H. Kung,Governor,Governors of the Central Bank of the Republic of China,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_the_Republic_of_China
Guinea,Central Bank of the Republic of Guinea,Hsieh Sam-chung,Hsieh Sam-chung,Hsieh,Sam-chung,Governor,Governors of the Central Bank of the Republic of China,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_the_Republic_of_China
Guinea,Central Bank of the Republic of Guinea,Kerfalla Yansané,Kerfalla Yansané,Kerfalla,Yansané,Governor,Governors of the Central Bank of Guinea,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Guinea
Guinea,Central Bank of the Republic of Guinea,Liang Kuo-shu,Liang Kuo-shu,Liang,Kuo-shu,Governor,Governors of the Central Bank of the Republic of China,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_the_Republic_of_China
Guinea,Central Bank of the Republic of Guinea,Moussa Diakité (politician),Moussa Diakité (politician),Moussa,Diakité (politician),Governor,Governors of the Central Bank of Guinea,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Guinea
Guinea,Central Bank of the Republic of Guinea,Ousmane Baldé,Ousmane Baldé,Ousmane,Baldé,Governor,Governors of the Central Bank of Guinea,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Guinea
Guinea,Central Bank of the Republic of Guinea,Perng Fai-nan,Perng Fai-nan,Perng,Fai-nan,Governor,Governors of the Central Bank of the Republic of China,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_the_Republic_of_China
Guinea,Central Bank of the Republic of Guinea,Sheu Yuan-dong,Sheu Yuan-dong,Sheu,Yuan-dong,Governor,Governors of the Central Bank of the Republic of China,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_the_Republic_of_China
Guinea,Central Bank of the Republic of Guinea,T. V. Soong,T. V. Soong,T.,V. Soong,Governor,Governors of the Central Bank of the Republic of China,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_the_Republic_of_China
Guinea,Central Bank of the Republic of Guinea,Tsuyee Pei,Tsuyee Pei,Tsuyee,Pei,Governor,Governors of the Central Bank of the Republic of China,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_the_Republic_of_China
Guinea,Central Bank of the Republic of Guinea,Yang Chin-long,Yang Chin-long,Yang,Chin-long,Governor,Governors of the Central Bank of the Republic of China,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_the_Republic_of_China
Guinea,Central Bank of the Republic of Guinea,Yu Hung-chun,Yu Hung-chun,Yu,Hung-chun,Governor,Governors of the Central Bank of the Republic of China,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_the_Republic_of_China
Guinea,Central Bank of the Republic of Guinea,Yu Kuo-hwa,Yu Kuo-hwa,Yu,Kuo-hwa,Governor,Governors of the Central Bank of the Republic of China,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_the_Republic_of_China
Guyana,Bank of Guyana,Lawrence Williams (banker),Lawrence Williams (banker),Lawrence,Williams (banker),Governor,Governors of the Bank of Guyana,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Guyana
Haiti,Bank of the Republic of Haiti,Bonivert Claude,Bonivert Claude,Bonivert,Claude,Governor,Governors of the Bank of the Republic of Haiti,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_the_Republic_of_Haiti
Haiti,Bank of the Republic of Haiti,Fritz Jean,Fritz Jean,Fritz,Jean,Governor,Governors of the Bank of the Republic of Haiti,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_the_Republic_of_Haiti
Haiti,Bank of the Republic of Haiti,Leslie Delatour,Leslie Delatour,Leslie,Delatour,Governor,Governors of the Bank of the Republic of Haiti,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_the_Republic_of_Haiti
Honduras,Central Bank of Honduras,Gabriela Núñez,Gabriela Núñez,Gabriela,Núñez,President,Presidents of the Central Bank of Honduras,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_Honduras
Honduras,Central Bank of Honduras,Marlon Tábora Muñoz,Marlon Tábora Muñoz,Marlon,Tábora Muñoz,President,Presidents of the Central Bank of Honduras,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_Honduras
Honduras,Central Bank of Honduras,Ramón Villeda Bermúdez,Ramón Villeda Bermúdez,Ramón,Villeda Bermúdez,President,Presidents of the Central Bank of Honduras,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_Honduras
Honduras,Central Bank of Honduras,Rebeca Santos,Rebeca Santos,Rebeca,Santos,President,Presidents of the Central Bank of Honduras,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_Honduras
Honduras,Central Bank of Honduras,Ricardo Maduro,Ricardo Maduro,Ricardo,Maduro,President,Presidents of the Central Bank of Honduras,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_Honduras
Honduras,Central Bank of Honduras,Sandra Midence,Sandra Midence,Sandra,Midence,President,Presidents of the Central Bank of Honduras,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_Honduras
Hungary,Hungarian National Bank,Andor László,Andor László,Andor,László,Governor,Governors of the Hungarian National Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_Hungarian_National_Bank
Hungary,Hungarian National Bank,András Simor,András Simor,András,Simor,Governor,Governors of the Hungarian National Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_Hungarian_National_Bank
Hungary,Hungarian National Bank,Béla Imrédy,Béla Imrédy,Béla,Imrédy,Governor,Governors of the Hungarian National Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_Hungarian_National_Bank
Hungary,Hungarian National Bank,Béla Sulyok,Béla Sulyok,Béla,Sulyok,Governor,Governors of the Hungarian National Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_Hungarian_National_Bank
Hungary,Hungarian National Bank,Dénes Szántó,Dénes Szántó,Dénes,Szántó,Governor,Governors of the Hungarian National Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_Hungarian_National_Bank
Hungary,Hungarian National Bank,Ferenc Bartha,Ferenc Bartha,Ferenc,Bartha,Governor,Governors of the Hungarian National Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_Hungarian_National_Bank
Hungary,Hungarian National Bank,György Matolcsy,György Matolcsy,György,Matolcsy,Governor,Governors of the Hungarian National Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_Hungarian_National_Bank
Hungary,Hungarian National Bank,György Surányi,György Surányi,György,Surányi,Governor,Governors of the Hungarian National Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_Hungarian_National_Bank
Hungary,Hungarian National Bank,Imre Oltványi,Imre Oltványi,Imre,Oltványi,Governor,Governors of the Hungarian National Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_Hungarian_National_Bank
Hungary,Hungarian National Bank,László Háy,László Háy,László,Háy,Governor,Governors of the Hungarian National Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_Hungarian_National_Bank
Hungary,Hungarian National Bank,Mátyás Tímár,Mátyás Tímár,Mátyás,Tímár,Governor,Governors of the Hungarian National Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_Hungarian_National_Bank
Hungary,Hungarian National Bank,Péter Ákos Bod,Péter Ákos Bod,Péter,Ákos Bod,Governor,Governors of the Hungarian National Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_Hungarian_National_Bank
Hungary,Hungarian National Bank,Sándor Popovics,Sándor Popovics,Sándor,Popovics,Governor,Governors of the Hungarian National Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_Hungarian_National_Bank
Hungary,Hungarian National Bank,Zsigmond Járai,Zsigmond Járai,Zsigmond,Járai,Governor,Governors of the Hungarian National Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_Hungarian_National_Bank
Iceland,Central Bank of Iceland,Birgir Ísleifur Gunnarsson,Birgir Ísleifur Gunnarsson,Birgir,Ísleifur Gunnarsson,Governor,Governors of the Central Bank of Iceland,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Iceland
Iceland,Central Bank of Iceland,Davíð Oddsson,Davíð Oddsson,Davíð,Oddsson,Governor,Governors of the Central Bank of Iceland,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Iceland
Iceland,Central Bank of Iceland,Finnur Ingólfsson,Finnur Ingólfsson,Finnur,Ingólfsson,Governor,Governors of the Central Bank of Iceland,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Iceland
Iceland,Central Bank of Iceland,Geir Hallgrímsson,Geir Hallgrímsson,Geir,Hallgrímsson,Governor,Governors of the Central Bank of Iceland,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Iceland
Iceland,Central Bank of Iceland,Már Guðmundsson,Már Guðmundsson,Már,Guðmundsson,Governor,Governors of the Central Bank of Iceland,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Iceland
Iceland,Central Bank of Iceland,Ásgeir Jónsson,Ásgeir Jónsson,Ásgeir,Jónsson,Governor,Governors of the Central Bank of Iceland,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Iceland
Iceland,Central Bank of Iceland,Steingrímur Hermannsson,Steingrímur Hermannsson,Steingrímur,Hermannsson,Governor,Governors of the Central Bank of Iceland,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Iceland
Iceland,Central Bank of Iceland,Svein Harald Øygard,Svein Harald Øygard,Svein,Harald Øygard,Governor,Governors of the Central Bank of Iceland,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Iceland
Iceland,Central Bank of Iceland,Tómas Árnason,Tómas Árnason,Tómas,Árnason,Governor,Governors of the Central Bank of Iceland,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Iceland
India,Reserve Bank of India,Amitav Ghosh (banker),Amitav Ghosh (banker),Amitav,Ghosh (banker),Governor,Governors of the Reserve Bank of India,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_India
India,Reserve Bank of India,B. N. Adarkar,B. N. Adarkar,B.,N. Adarkar,Governor,Governors of the Reserve Bank of India,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_India
India,Reserve Bank of India,Benegal Rama Rau,Benegal Rama Rau,Benegal,Rama Rau,Governor,Governors of the Reserve Bank of India,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_India
India,Reserve Bank of India,Bimal Jalan,Bimal Jalan,Bimal,Jalan,Governor,Governors of the Reserve Bank of India,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_India
India,Reserve Bank of India,C. D. Deshmukh,C. D. Deshmukh,C.,D. Deshmukh,Governor,Governors of the Reserve Bank of India,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_India
India,Reserve Bank of India,C. Rangarajan,C. Rangarajan,C.,Rangarajan,Governor,Governors of the Reserve Bank of India,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_India
India,Reserve Bank of India,Duvvuri Subbarao,Duvvuri Subbarao,Duvvuri,Subbarao,Governor,Governors of the Reserve Bank of India,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_India
India,Reserve Bank of India,H. V. R. Iengar,H. V. R. Iengar,H.,V. R. Iengar,Governor,Governors of the Reserve Bank of India,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_India
India,Reserve Bank of India,I. G. Patel,I. G. Patel,I.,G. Patel,Governor,Governors of the Reserve Bank of India,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_India
India,Reserve Bank of India,James Braid Taylor,James Braid Taylor,James,Braid Taylor,Governor,Governors of the Reserve Bank of India,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_India
India,Reserve Bank of India,K. G. Ambegaonkar,K. G. Ambegaonkar,K.,G. Ambegaonkar,Governor,Governors of the Reserve Bank of India,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_India
India,Reserve Bank of India,K. R. Puri,K. R. Puri,K.,R. Puri,Governor,Governors of the Reserve Bank of India,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_India
India,Reserve Bank of India,Lakshmi Kant Jha,Lakshmi Kant Jha,Lakshmi,Kant Jha,Governor,Governors of the Reserve Bank of India,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_India
India,Reserve Bank of India,List of governors of the Reserve Bank of India,List of governors of the Reserve Bank of India,List,of governors of the Reserve Bank of India,Governor,Governors of the Reserve Bank of India,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_India
India,Reserve Bank of India,M. Narasimham,M. Narasimham,M.,Narasimham,Governor,Governors of the Reserve Bank of India,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_India
India,Reserve Bank of India,Manmohan Singh,Manmohan Singh,Manmohan,Singh,Governor,Governors of the Reserve Bank of India,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_India
India,Reserve Bank of India,N. C. Sen Gupta,N. C. Sen Gupta,N.,C. Sen Gupta,Governor,Governors of the Reserve Bank of India,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_India
